a,b,c,d
4440 -ÿSobrado,1,3,"3,"
4440 -ÿValongo,1,4,"4,"
Vila do Condeÿmunicipality[edit],0,5,"5,"
4480 -ÿArcos,1,0,"0,"
4483 -ÿµrvore,1,1,"1,"
4485 -ÿAveleda,1,2,"2,"
4480 -ÿAzurara,1,3,"3,"
4480 -ÿBagunte,1,4,"4,"
4485 -ÿCanidelo,1,5,"5,"
4485 -ÿFajozes,1,6,"6,"
4480 -ÿFerreir¢,1,7,"7,"
4485 -ÿFornelo,1,8,"8,"
4485 -ÿGiÆo,1,9,"9,"
4485 -ÿGuilhabreu,1,10,"10,"
4480 -ÿJunqueira,1,11,"11,"
4485 -ÿLabruge,1,12,"12,"
4485 -ÿMacieira da Maia,1,13,"13,"
4485 -ÿMalta,1,14,"14,"
4485 -ÿMindelo,1,15,"15,"
4485 -ÿModivas,1,16,"16,"
4485 -ÿMosteir¢,1,17,"17,"
4480 -ÿOuteiro Maior,1,18,"18,"
4480 -ÿParada,1,19,"19,"
4480 -ÿRetorta,1,20,"20,"
4480 -ÿRio Mau,1,21,"21,"
4480 -ÿTougues,1,22,"22,"
4480 -ÿTouguinha,1,23,"23,"
4480 -ÿTouguinh¢,1,24,"24,"
4485 -ÿVairÆo,1,25,"25,"
4485 -ÿVila ChÆ,1,26,"26,"
4480 -ÿVila do Conde,1,27,"27,"
4485 -ÿVilar,1,28,"28,"
4485 -ÿVilar de Pinheiro,1,29,"29,"
Vila Nova de Gaiaÿmunicipality[edit],0,30,"30,"
4410 -ÿArcozelo,1,0,"0,"
4430 -ÿAvintes,1,1,"1,"
4410 -ÿCanelas,1,2,"2,"
4400 -ÿCanidelo,1,3,"3,"
4415 -ÿCrestuma,1,4,"4,"
4415 -ÿGrij¢,1,5,"5,"
4405 -ÿGulpilhares,1,6,"6,"
4415 -ÿLever,1,7,"7,"
4405 -ÿMadalena,1,8,"8,"
4400 -ÿMafamude,1,9,"9,"
4415 -ÿOlival,1,10,"10,"
4430 -ÿOliveira do Douro,1,11,"11,"
4415 -ÿPedroso,1,12,"12,"
4415 -ÿPerosinho,1,13,"13,"
4415 -ÿSandim,1,14,"14,"
4400 -ÿSanta Marinha,1,15,"15,"
4410 -ÿSÆo F‚lix da Marinha,1,16,"16,"
4400 -ÿSÆo Pedro da Afurada,1,17,"17,"
4415 -ÿSeixezelo,1,18,"18,"
4415 -ÿSermonde,1,19,"19,"
4410 -ÿSerzedo,1,20,"20,"
4405 -ÿValadares,1,21,"21,"
4430 -ÿVilar de Andorinho,1,22,"22,"
4405 -ÿVilar do Para¡so,1,23,"23,"
Trofa Municipality[edit],0,24,"24,"
4745 -ÿAlvarelhos,1,0,"0,"
4785 -ÿSantiago (Bougado),1,1,"1,"
4785 -ÿSÆo Martinho (Bougado),1,2,"2,"
4745 -ÿSÆo Mamede Coronado,1,3,"3,"
4745 -ÿSÆo RomÆo Coronado,1,4,"4,"
4785 -ÿCovelas,1,5,"5,"
4745 -ÿGuidäes,1,6,"6,"
4745 -ÿMuro,1,7,"7,"
,0,8,"8,"
Santar‚m District[edit],0,0,"0,"
Abrantes Municipality[edit],0,0,"0,"
2200 -ÿAldeia do Mato,1,0,"0,"
2200 -ÿAlferrarede,1,1,"1,"
2205 -ÿAlvega,1,2,"2,"
2205 -ÿBemposta,1,3,"3,"
2200 -ÿMartinchel,1,4,"4,"
2200 -ÿMouriscas,1,5,"5,"
2205 -ÿPego,1,6,"6,"
2200 -ÿRio de Moinhos,1,7,"7,"
2205 -ÿRossio ao Sul do Tejo,1,8,"8,"
2205 -ÿSÆo Facundo,1,9,"9,"
2200 -ÿSÆo JoÆo,1,10,"10,"
2205 -ÿSÆo Miguel do Rio Torto,1,11,"11,"
2200 -ÿSÆo Vicente,1,12,"12,"
2230 -ÿSouto,1,13,"13,"
2205 -ÿTramagal,1,14,"14,"
2205 -ÿVale das M¢s,1,15,"15,"
2205 -ÿConcavada,1,16,"16,"
2230 -ÿFontes,1,17,"17,"
2230 -ÿCarvalhal,1,18,"18,"
Alcanenaÿmunicipality[edit],0,19,"19,"
2380 -ÿAlcanena,1,0,"0,"
2384 -ÿBugalhos,1,1,"1,"
2380 -ÿEspinheiro,1,2,"2,"
2380 -ÿLouriceira,1,3,"3,"
2380 -ÿMalhou,1,4,"4,"
2395 -ÿMinde,1,5,"5,"
2380 -ÿMoitas Venda,1,6,"6,"
2380 -ÿMonsanto,1,7,"7,"
2380 -ÿSerra de Santo Ant¢nio,1,8,"8,"
2380 -ÿVila Moreira,1,9,"9,"
Almeirimÿmunicipality[edit],0,10,"10,"
2080 -ÿAlmeirim,1,0,"0,"
2080 -ÿBenfica do Ribatejo,1,1,"1,"
2080 -ÿFazendas de Almeirim,1,2,"2,"
2080 -ÿRaposa,1,3,"3,"
Alpiar‡aÿmunicipality[edit],0,4,"4,"
2090 -ÿAlpiar‡a,1,0,"0,"
Benavente Municipality[edit],0,1,"1,"
2120 -ÿBenavente,1,0,"0,"
2135 -ÿSamora Correia,1,1,"1,"
2130 -ÿSanto EstevÆo,1,2,"2,"
2130 -ÿBarrosa,1,3,"3,"
Cartaxoÿmunicipality[edit],0,4,"4,"
2070 -ÿCartaxo,1,0,"0,"
2070 -ÿEreira,1,1,"1,"
2070 -ÿLapa,1,2,"2,"
2070 -ÿPont‚vel,1,3,"3,"
2070 -ÿValada,1,4,"4,"
2070 -ÿVale da Pinta,1,5,"5,"
2070 -ÿVila ChÆ de Ourique,1,6,"6,"
2070 -ÿVale da Pedra,1,7,"7,"
Chamuscaÿmunicipality[edit],0,8,"8,"
2140 -ÿChamusca,1,0,"0,"
2140 -ÿChouto,1,1,"1,"
2140 -ÿPinheiro Grande,1,2,"2,"
2140 -ÿUlme,1,3,"3,"
2140 -ÿVale de Cavalos,1,4,"4,"
2140 -ÿParreira,1,5,"5,"
2140 -ÿCarregueira,1,6,"6,"
Constƒnciaÿmunicipality[edit],0,7,"7,"
2250 -ÿConstƒncia,1,0,"0,"
2250 -ÿMontalvo,1,1,"1,"
2250 -ÿSanta Margarida da Coutada,1,2,"2,"
Corucheÿmunicipality[edit],0,3,"3,"
2100 -ÿCoruche,1,0,"0,"
2100 -ÿCou‡o,1,1,"1,"
2100 -ÿSÆo Jos‚ da Lamarosa,1,2,"2,"
2100 -ÿFajarda,1,3,"3,"
2100 -ÿBranca,1,4,"4,"
2100 -ÿErra,1,5,"5,"
2100 -ÿBisca¡nho,1,6,"6,"
2100 -ÿSantana do Mato,1,7,"7,"
Entroncamento Municipality[edit],0,8,"8,"
2330 -ÿSÆo JoÆo Baptista,1,0,"0,"
2330 -ÿNossa Senhora de F tima,1,1,"1,"
Ferreira do Zˆzere Municipality[edit],0,2,"2,"
2240 -ÿµguas Belas,1,0,"0,"
2240 -ÿAreias,1,1,"1,"
2240 - Beco,1,2,"2,"
2240 -ÿChÆos,1,3,"3,"
2240 -ÿDornes,1,4,"4,"
2240 -ÿFerreira do Zˆzere,1,5,"5,"
2240 -ÿIgreja Nova do Sobral,1,6,"6,"
2240 -ÿPaio Mendes,1,7,"7,"
2240 -ÿPias,1,8,"8,"
GolegÆÿmunicipality[edit],0,9,"9,"
2150 -ÿAzinhaga,1,0,"0,"
2150 -ÿGolegÆ,1,1,"1,"
Ma‡Æoÿmunicipality[edit],0,2,"2,"
6120 -ÿAboboreira,1,0,"0,"
6120 -ÿAmˆndoa,1,1,"1,"
6120 -ÿCardigos,1,2,"2,"
6120 -ÿCarvoeiro,1,3,"3,"
6120 -ÿEnvendos,1,4,"4,"
6120 -ÿMa‡Æo,1,5,"5,"
6120 -ÿOrtiga,1,6,"6,"
6120 -ÿPenhascoso,1,7,"7,"
Rio Maiorÿmunicipality[edit],0,8,"8,"
2040 -ÿAlcobertas,1,0,"0,"
2040 -ÿArrouquelas,1,1,"1,"
2040 -ÿArruda dos Pisäes,1,2,"2,"
2040 -ÿAzambujeira,1,3,"3,"
2040 -ÿFr guas,1,4,"4,"
2040 -ÿMarmeleira,1,5,"5,"
2040 -ÿOuteiro da Corti‡ada,1,6,"6,"
2040 -ÿRio Maior,1,7,"7,"
2040 -ÿSÆo JoÆo da Ribeira,1,8,"8,"
2040 -ÿAsseiceira,1,9,"9,"
2040 -ÿSÆo SebastiÆo,1,10,"10,"
2040 -ÿRibeira de SÆo JoÆo,1,11,"11,"
2040 -ÿMalaqueijo,1,12,"12,"
2040 -ÿAssentiz,1,13,"13,"
Salvaterra de Magosÿmunicipality[edit],0,14,"14,"
2125 -ÿGl¢ria do Ribatejo,1,0,"0,"
2125 -ÿMarinhais,1,1,"1,"
2125 -ÿMuge,1,2,"2,"
2120 -ÿSalvaterra de Magos,1,3,"3,"
2120 -ÿForos de Salvaterra,1,4,"4,"
2125 -ÿGranho,1,5,"5,"
Santar‚m Municipality[edit],0,6,"6,"
2005 -ÿAbitureiras,1,0,"0,"
2025 -ÿAbrÆ,1,1,"1,"
2000 -ÿAchete,1,2,"2,"
2025 -ÿAlcanede,1,3,"3,"
2000 -ÿAlcanhäes,1,4,"4,"
2005 -ÿAlmoster,1,5,"5,"
2025 -ÿAmiais de Baixo,1,6,"6,"
2000 -ÿArneiro das Milhari‡as,1,7,"7,"
2005 -ÿAzoia de Baixo,1,8,"8,"
2025 -ÿAzoia de Cima,1,9,"9,"
2000 -ÿCas‚vel,1,10,"10,"
2000 -ÿMarvila,1,11,"11,"
2005 -ÿMo‡arria,1,12,"12,"
2000 -ÿPernes,1,13,"13,"
2150 -ÿPombalinho,1,14,"14,"
2005 -ÿP¢voa da Isenta,1,15,"15,"
2000 -ÿP¢voa de Santar‚m,1,16,"16,"
2005 -ÿRomeira,1,17,"17,"
2000 -ÿSanta Iria Ribeira Santar‚m,1,18,"18,"
2005 -ÿSÆo Nicolau,1,19,"19,"
2005 -ÿSÆo Salvador,1,20,"20,"
2000 -ÿSÆo Vicente do Paul,1,21,"21,"
2025 -ÿTremˆs,1,22,"22,"
2000 -ÿVale de Figueira,1,23,"23,"
2005 -ÿVale de Santar‚m,1,24,"24,"
2000 -ÿVaqueiros,1,25,"25,"
2005 -ÿV rzea,1,26,"26,"
2025 -ÿGan‡aria,1,27,"27,"
Sardoal Municipality[edit],0,28,"28,"
2230 -ÿAlcaravela,1,0,"0,"
2230 -ÿSantiago de Montalegre,1,1,"1,"
2230 -ÿSardoal,1,2,"2,"
2230 -ÿValhascos,1,3,"3,"
Tomar Municipality[edit],0,4,"4,"
2305 -ÿAlviobeira,1,0,"0,"
2305 -ÿAsseiceira,1,1,"1,"
2305 -ÿBeselga,1,2,"2,"
2305 -ÿCarregueiros,1,3,"3,"
2305 -ÿCasais,1,4,"4,"
2300 -ÿJunceira,1,5,"5,"
2305 -ÿMadalena,1,6,"6,"
2300 -ÿOlalhas,1,7,"7,"
2305 -ÿPaialvo,1,8,"8,"
2305 -ÿPedreira,1,9,"9,"
2300 -ÿSanta Maria dos Olivais,1,10,"10,"
2300 -ÿSÆo JoÆo Baptista (Tomar)\SÆo JoÆo Batista,1,11,"11,"
2300 -ÿSÆo Pedro de Tomar,1,12,"12,"
2305 -ÿSabacheira,1,13,"13,"
2300 -ÿSerra,1,14,"14,"
2305 -ÿAl‚m da Ribeira,1,15,"15,"
Torres Novasÿmunicipality[edit],0,16,"16,"
2350 -ÿAlcorochel,1,0,"0,"
2350 -ÿAssentiz,1,1,"1,"
2350 -ÿBrogueira,1,2,"2,"
2350 -ÿChancelaria,1,3,"3,"
2350 -ÿLapas,1,4,"4,"
2350 -ÿOlaia,1,5,"5,"
2350 -ÿPa‡o,1,6,"6,"
2350 -ÿParceiros de Igreja,1,7,"7,"
2350 -ÿPedr¢gÆo,1,8,"8,"
2350 -ÿRiachos,1,9,"9,"
2350 -ÿRibeira Branca,1,10,"10,"
2350 -ÿSalvador,1,11,"11,"
2350 -ÿSanta Maria,1,12,"12,"
2350 -ÿSantiago,1,13,"13,"
2350 -ÿSÆo Pedro,1,14,"14,"
2350 -ÿZibreira,1,15,"15,"
2350 -ÿMeia Via,1,16,"16,"
Vila Nova da Barquinhaÿmunicipality[edit],0,17,"17,"
2260 -ÿAtalaia,1,0,"0,"
2260 -ÿPraia do Ribatejo,1,1,"1,"
2260 -ÿTancos,1,2,"2,"
2260 -ÿVila Nova da Barquinha,1,3,"3,"
2260 -ÿMoita do Norte,1,4,"4,"
Our‚m Municipality[edit],0,5,"5,"
2490 -ÿAlburitel,1,0,"0,"
2490 -ÿAtouguia,1,1,"1,"
2435 -ÿCasal dos Bernardos,1,2,"2,"
2435 -ÿCaxarias,1,3,"3,"
2435 -ÿEspite,1,4,"4,"
2495 -ÿF tima,1,5,"5,"
2435 -ÿFormigais,1,6,"6,"
2435 -ÿFreixianda,1,7,"7,"
2490 -ÿGondemaria,1,8,"8,"
2435 -ÿOlival,1,9,"9,"
2490 -ÿNossa Senhora Miseric¢rdias,1,10,"10,"
2435 -ÿRio de Couros,1,11,"11,"
2435 -ÿSei‡a,1,12,"12,"
2435 -ÿUrqueira,1,13,"13,"
2490 -ÿNossa Senhora da Piedade,1,14,"14,"
2435 -ÿMatas,1,15,"15,"
2490 -ÿCercal,1,16,"16,"
2435 -ÿRibeira do F rrio,1,17,"17,"
,0,18,"18,"
Set£bal District[edit],0,0,"0,"
Alc cer do Salÿmunicipality[edit],0,0,"0,"
7580 -ÿSanta Maria do Castelo,1,0,"0,"
7580 -ÿSanta Susana,1,1,"1,"
7580 -ÿSantiago,1,2,"2,"
7595 -ÿTorrÆo,1,3,"3,"
7580 -ÿSÆo Martinho,1,4,"4,"
7580 -ÿComporta,1,5,"5,"
Alcocheteÿmunicipality[edit],0,6,"6,"
2890 -ÿAlcochete,1,0,"0,"
2890 -ÿSamouco,1,1,"1,"
2890 -ÿSÆo Francisco,1,2,"2,"
Almadaÿmunicipality[edit],0,3,"3,"
2800 -ÿAlmada,1,0,"0,"
2825 -ÿCaparica,1,1,"1,"
2825 -ÿCosta da Caparica,1,2,"2,"
2805 -ÿCova da Piedade,1,3,"3,"
2825 -ÿTrafaria,1,4,"4,"
2800 -ÿCacilhas,1,5,"5,"
2805 -ÿPragal,1,6,"6,"
2815 -ÿSobreda,1,7,"7,"
2820 -ÿCharneca da Caparica,1,8,"8,"
2810 -ÿLaranjeiro,1,9,"9,"
2810 -ÿFeij¢,1,10,"10,"
Barreiro Municipality[edit],0,11,"11,"
2830 -ÿBarreiro,1,0,"0,"
2835 -ÿLavradio,1,1,"1,"
2830 -ÿPalhais,1,2,"2,"
2830 -ÿSanto Andr‚,1,3,"3,"
2830 -ÿVerderena,1,4,"4,"
2830 -ÿAlto do Seixalinho,1,5,"5,"
2835 -ÿSanto Ant¢nio da Charneca,1,6,"6,"
2830 -ÿCoina,1,7,"7,"
Grƒndolaÿmunicipality[edit],0,8,"8,"
7570 -ÿAzinheira dos Barros,1,0,"0,"
7570 -ÿGrƒndola,1,1,"1,"
7570 -ÿMelides,1,2,"2,"
7570 -ÿSanta Margarida da Serra,1,3,"3,"
7570 -ÿCarvalhal,1,4,"4,"
Moita Municipality[edit],0,5,"5,"
2860 -ÿAlhos Vedros,1,0,"0,"
2835 -ÿBaixa da Banheira,1,1,"1,"
2860 -ÿMoita,1,2,"2,"
2860 -ÿGaio-Ros rio,1,3,"3,"
2860 -ÿSarilhos Pequenos,1,4,"4,"
2835 -ÿVale da Amoreira,1,5,"5,"
Montijoÿmunicipality[edit],0,6,"6,"
2985 -ÿCanha,1,0,"0,"
2870 -ÿMontijo,1,1,"1,"
2985 -ÿSanto Isidro de Pegäes,1,2,"2,"
2870 -ÿSarilhos Grandes,1,3,"3,"
2870 -ÿAlto Estanqueiro-Jardia,1,4,"4,"
2985 -ÿPegäes,1,5,"5,"
2870 -ÿAtalaia,1,6,"6,"
2870 -ÿAfonsoeiro,1,7,"7,"
Palmelaÿmunicipality[edit],0,8,"8,"
2965 -ÿMarateca,1,0,"0,"
2950 -ÿPalmela,1,1,"1,"
2955 -ÿPinhal Novo,1,2,"2,"
2950 -ÿQuinta do Anjo,1,3,"3,"
2965 -ÿPoceirÆo,1,4,"4,"
Santiago do Cac‚mÿmunicipality[edit],0,5,"5,"
7540 -ÿAbela,1,0,"0,"
7565 -ÿAlvalade,1,1,"1,"
7555 -ÿCercal,1,2,"2,"
7565 -ÿErmidas-Sado,1,3,"3,"
7540 -ÿSanta Cruz,1,4,"4,"
7540 -ÿSantiago do Cac‚m,1,5,"5,"
7500 -ÿSanto Andr‚,1,6,"6,"
7540 -ÿSÆo Bartolomeu da Serra,1,7,"7,"
7540 -ÿSÆo Domingos,1,8,"8,"
7540 -ÿSÆo Francisco da Serra,1,9,"9,"
7540 -ÿVale de µgua,1,10,"10,"
Seixalÿmunicipality[edit],0,11,"11,"
2840 -ÿAldeia de Paio Pires,1,0,"0,"
2845 -ÿAmora,1,1,"1,"
2840 -ÿArrentela,1,2,"2,"
2840 -ÿSeixal,1,3,"3,"
2855 -ÿCorroios,1,4,"4,"
2865 -ÿFernÆo Ferro,1,5,"5,"
Sesimbraÿmunicipality[edit],0,6,"6,"
2970 -ÿCastelo (Sesimbra),1,0,"0,"
2970 -ÿSantiago (Sesimbra),1,1,"1,"
2975 -ÿQuinta do Conde,1,2,"2,"
Set£bal Municipality[edit],0,3,"3,"
2900 -ÿNossa Senhora da Anunciada,1,0,"0,"
2900 -ÿSanta Maria da Gra‡a,1,1,"1,"
2900 -ÿSÆo JuliÆo,1,2,"2,"
2925 -ÿSÆo Louren‡o,1,3,"3,"
2910 -ÿSÆo SebastiÆo,1,4,"4,"
2925 -ÿSÆo SimÆo,1,5,"5,"
2910 -ÿGƒmbia-Pontes-Alto Guerra,1,6,"6,"
2910 -ÿSado,1,7,"7,"
Sines Municipality[edit],0,8,"8,"
7520 -ÿSines,1,0,"0,"
7520 -ÿPorto Covo,1,1,"1,"
,0,2,"2,"
Viana do Castelo District[edit],0,0,"0,"
Arcos de Valdevezÿmunicipality[edit],0,0,"0,"
4970 -ÿAboim das Cho‡as,1,0,"0,"
4970 -ÿAguiÆ,1,1,"1,"
4970 -ÿAlvora,1,2,"2,"
4970 -ÿµzere,1,3,"3,"
4970 -ÿCabana Maior,1,4,"4,"
4970 -ÿCabreiro,1,5,"5,"
4970 -ÿCarralcova,1,6,"6,"
4970 -ÿCendufe,1,7,"7,"
4970 -ÿCouto,1,8,"8,"
4970 -ÿEiras,1,9,"9,"
4970 -ÿErmelo,1,10,"10,"
4970 -ÿExtremo,1,11,"11,"
4970 -ÿGavieira,1,12,"12,"
4970 -ÿGiela,1,13,"13,"
4970 -ÿGondoriz,1,14,"14,"
4970 -ÿGrade,1,15,"15,"
4970 -ÿGuilhadeses,1,16,"16,"
4970 -ÿLoureda,1,17,"17,"
4970 -ÿMadalena (Jolda),1,18,"18,"
4970 -ÿMei,1,19,"19,"
4970 -ÿMiranda,1,20,"20,"
4970 -ÿMonte Redondo,1,21,"21,"
4970 -ÿOliveira,1,22,"22,"
4970 -ÿPa‡“,1,23,"23,"
4970 -ÿPadroso,1,24,"24,"
4970 -ÿParada,1,25,"25,"
4970 -ÿPortela,1,26,"26,"
4970 -ÿProzelo,1,27,"27,"
4970 -ÿRio CabrÆo,1,28,"28,"
4970 -ÿRio Frio,1,29,"29,"
4970 -ÿRio de Moinhos,1,30,"30,"
4970 -ÿS ,1,31,"31,"
4970 -ÿSabadim,1,32,"32,"
4970 -ÿSalvador,1,33,"33,"
4970 -ÿPadreiro (Salvador),1,34,"34,"
4970 -ÿPadreiro (Santa Cristina),1,35,"35,"
4970 -ÿT vora (Santa Maria),1,36,"36,"
4970 -ÿSantar,1,37,"37,"
4970 -ÿSÆo Cosme e SÆo DamiÆo,1,38,"38,"
4970 -ÿSÆo Jorge,1,39,"39,"
4970 -ÿSÆo Paio Arcos Valdevez,1,40,"40,"
4970 -ÿSÆo Paio Jolda,1,41,"41,"
4970 -ÿSÆo Vicente T vora,1,42,"42,"
4970 -ÿSenharei,1,43,"43,"
4970 -ÿSistelo,1,44,"44,"
4970 -ÿSoajo,1,45,"45,"
4970 -ÿSouto,1,46,"46,"
4970 -ÿTaba‡“,1,47,"47,"
4970 -ÿVale,1,48,"48,"
4970 -ÿVila Fonche,1,49,"49,"
4970 -ÿVilela,1,50,"50,"
Caminhaÿmunicipality[edit],0,51,"51,"
4910 -ÿ¶ncora,1,0,"0,"
4910 -ÿArga de Baixo,1,1,"1,"
4910 -ÿArga de Cima,1,2,"2,"
4910 -ÿArga de SÆo JoÆo,1,3,"3,"
4910 -ÿArgela,1,4,"4,"
4910 -ÿAzevedo,1,5,"5,"
4910 -ÿCaminha,1,6,"6,"
4910 -ÿCristelo,1,7,"7,"
4910 -ÿDem,1,8,"8,"
4910 -ÿGondar,1,9,"9,"
4910 -ÿLanhelas,1,10,"10,"
4910 -ÿMoledo,1,11,"11,"
4910 -ÿOrbac‚m,1,12,"12,"
4910 -ÿRiba de ¶ncora,1,13,"13,"
4910 -ÿSeixas,1,14,"14,"
4910 -ÿVenade,1,15,"15,"
4910 -ÿVila Praia de ¶ncora,1,16,"16,"
4910 -ÿVilar de Mouros,1,17,"17,"
4910 -ÿVilarelho,1,18,"18,"
4910 -ÿVile,1,19,"19,"
Melga‡o Municipality[edit],0,20,"20,"
4960 -ÿAlvaredo,1,0,"0,"
4960 -ÿCastro Laboreiro,1,1,"1,"
4960 -ÿChaviÆes,1,2,"2,"
4960 -ÿCousso,1,3,"3,"
4960 -ÿCristoval,1,4,"4,"
4960 -ÿCubalhÆo,1,5,"5,"
4960 -ÿFiÆes,1,6,"6,"
4960 -ÿGave,1,7,"7,"
4960 -ÿLamas de Mouro,1,8,"8,"
4960 -ÿPa‡os,1,9,"9,"
4960 -ÿPaderne,1,10,"10,"
4960 -ÿParada do Monte,1,11,"11,"
4960 -ÿPenso,1,12,"12,"
4960 -ÿPrado,1,13,"13,"
4960 -ÿRemoÆes,1,14,"14,"
4960 -ÿRoussas,1,15,"15,"
4960 -ÿSÆo Paio,1,16,"16,"
4960 -ÿVila,1,17,"17,"
Mon‡Æoÿmunicipality[edit],0,18,"18,"
4950 -ÿAbedim,1,0,"0,"
4950 -ÿAnhäes,1,1,"1,"
4950 -ÿBadim,1,2,"2,"
4950 -ÿBarbeita,1,3,"3,"
4950 -ÿBarro‡as e Taias,1,4,"4,"
4950 -ÿBela,1,5,"5,"
4950 -ÿCambeses,1,6,"6,"
4950 -ÿCeivÆes,1,7,"7,"
4950 -ÿLapela,1,8,"8,"
4950 -ÿLara,1,9,"9,"
4950 -ÿLongos Vales,1,10,"10,"
4950 -ÿLordelo,1,11,"11,"
4950 -ÿLuzio,1,12,"12,"
4950 -ÿMazedo,1,13,"13,"
4950 -ÿMerufe,1,14,"14,"
4950 -ÿMessegÆes,1,15,"15,"
4950 -ÿMon‡Æo,1,16,"16,"
4950 -ÿMoreira,1,17,"17,"
4950 -ÿParada,1,18,"18,"
4950 -ÿPias,1,19,"19,"
4950 -ÿPinheiros,1,20,"20,"
4950 -ÿPodame,1,21,"21,"
4950 -ÿPortela,1,22,"22,"
4950 -ÿRiba de Mouro,1,23,"23,"
4950 -ÿS ,1,24,"24,"
4950 -ÿSago,1,25,"25,"
4950 -ÿSegude,1,26,"26,"
4950 -ÿTangil,1,27,"27,"
4950 -ÿTroporiz,1,28,"28,"
4950 -ÿTroviscoso,1,29,"29,"
4950 -ÿTrute,1,30,"30,"
4950 -ÿValadares,1,31,"31,"
4950 -ÿCortes,1,32,"32,"
Paredes de Couraÿmunicipality[edit],0,33,"33,"
4940 -ÿAgualonga,1,0,"0,"
4940 -ÿBico,1,1,"1,"
4940 -ÿCastanheira,1,2,"2,"
4940 -ÿCossourado,1,3,"3,"
4940 -ÿCoura,1,4,"4,"
4940 -ÿCristelo,1,5,"5,"
4940 -ÿCunha,1,6,"6,"
4940 -ÿFerreira,1,7,"7,"
4940 -ÿFormariz,1,8,"8,"
4940 -ÿInfesta,1,9,"9,"
4940 -ÿInsalde,1,10,"10,"
4940 -ÿLinhares,1,11,"11,"
4940 -ÿMozelos,1,12,"12,"
4940 -ÿPadornelo,1,13,"13,"
4940 -ÿParada,1,14,"14,"
4940 -ÿParedes de Coura,1,15,"15,"
4940 -ÿPorreiras,1,16,"16,"
4940 -ÿResende,1,17,"17,"
4940 -ÿRomarigÆes,1,18,"18,"
4940 -ÿRubiÆes,1,19,"19,"
4940 -ÿVascäes,1,20,"20,"
Ponte da Barcaÿmunicipality[edit],0,21,"21,"
4980 -ÿAzias (Santa Maria),1,0,"0,"
4980 -ÿBoivÆes,1,1,"1,"
4980 -ÿBravÆes,1,2,"2,"
4980 -ÿBritelo (SÆo Martinho),1,3,"3,"
4980 -ÿCrasto (SÆo Martinho),1,4,"4,"
4980 -ÿCuide de Vila Verde,1,5,"5,"
4980 -ÿEntre Ambos-os-Rios,1,6,"6,"
4980 -ÿErmida,1,7,"7,"
4980 -ÿGermil,1,8,"8,"
4980 -ÿGrovelas SÆo JoÆo Evangelista,1,9,"9,"
4980 -ÿLavradas,1,10,"10,"
4980 -ÿLindoso,1,11,"11,"
4980 -ÿNogueira,1,12,"12,"
4980 -ÿOleiros,1,13,"13,"
4980 -ÿPa‡o Vedro de MagalhÆes,1,14,"14,"
4980 -ÿPonte da Barca,1,15,"15,"
4980 -ÿRuivos,1,16,"16,"
4980 -ÿTouvedo (Salvador),1,17,"17,"
4980 -ÿSampriz,1,18,"18,"
4980 -ÿVila ChÆ (Santiago),1,19,"19,"
4980 -ÿVila ChÆ (SÆo JoÆo Batista),1,20,"20,"
4980 -ÿTouvedo (SÆo Louren‡o),1,21,"21,"
4980 -ÿVade (SÆo Pedro),1,22,"22,"
4980 -ÿVade (SÆo Tom‚),1,23,"23,"
4980 -ÿVila Nova de Muia,1,24,"24,"
Ponte de Limaÿmunicipality[edit],0,25,"25,"
4990 -ÿAnais,1,0,"0,"
4990 -ÿArca,1,1,"1,"
4990 -ÿArcos,1,2,"2,"
4990 -ÿArcozelo,1,3,"3,"
4990 -ÿArdegÆo,1,4,"4,"
4990 -ÿB rrio,1,5,"5,"
4990 -ÿBeiral do Lima,1,6,"6,"
4990 -ÿBertiandos,1,7,"7,"
4990 -ÿBoalhosa,1,8,"8,"
4990 -ÿBrandara,1,9,"9,"
4990 -ÿCaba‡os,1,10,"10,"
4990 -ÿCabra‡Æo,1,11,"11,"
4990 -ÿCalheiros,1,12,"12,"
4990 -ÿCalvelo,1,13,"13,"
4990 -ÿCepäes,1,14,"14,"
4990 -ÿCorrelhÆ,1,15,"15,"
4990 -ÿEstorÆos,1,16,"16,"
4990 -ÿFacha,1,17,"17,"
4990 -ÿFeitosa,1,18,"18,"
4990 -ÿFojo Lobal,1,19,"19,"
4990 -ÿFontÆo,1,20,"20,"
4990 -ÿFornelos,1,21,"21,"
4990 -ÿFreixo,1,22,"22,"
4990 -ÿFriastelas,1,23,"23,"
4990 -ÿGaifar,1,24,"24,"
4990 -ÿGandra,1,25,"25,"
4990 -ÿGemieira,1,26,"26,"
4990 -ÿGondufe,1,27,"27,"
4990 -ÿLabruja,1,28,"28,"
4990 -ÿLabruj¢,1,29,"29,"
4990 -ÿMato,1,30,"30,"
4990 -ÿMoreira do Lima,1,31,"31,"
4990 -ÿNavi¢,1,32,"32,"
4990 -ÿPoiares,1,33,"33,"
4990 -ÿPonte de Lima,1,34,"34,"
4990 -ÿQueijada,1,35,"35,"
4990 -ÿRef¢ios do Lima,1,36,"36,"
4990 -ÿRendufe,1,37,"37,"
4990 -ÿRibeira,1,38,"38,"
4990 -ÿS ,1,39,"39,"
4990 -ÿSandiÆes,1,40,"40,"
4990 -ÿSanta Comba,1,41,"41,"
4990 -ÿSanta Cruz de Lima,1,42,"42,"
4990 -ÿSanta Maria Rebordäes,1,43,"43,"
